,rank,name,net_worth (in billion $),age,country / territory,source,industry
1685,1647,Olivier Pomel,1.8,46.0,France,Cloud computing,Technology
1686,1647,Pieter van der Does,1.8,53.0,Netherlands,Payments software,Technology
1687,1647,Masaaki Arai,1.8,57.0,Japan,Home sales,Real Estate
1688,1647,Phillip Frost,1.8,86.0,United States,Pharmaceuticals,Healthcare
1689,1647,Luo Yangyong & family,1.8,47.0,China,Mining,Metals & Mining
1690,1647,Ronald Perelman,1.8,80.0,United States,Leveraged buyouts,Finance & Investments
1691,1647,Riaz Valani,1.8,46.0,United States,E-cigarettes,Finance & Investments
1692,1647,Leslie Alexander,1.8,79.0,United States,Sports team,Sports
1693,1647,James France,1.8,78.0,United States,"Nascar, racing",Sports
1694,1647,Louise Lindh,1.8,43.0,Sweden,Investments,Diversified
1695,1647,Pierre Karl Péladeau,1.8,61.0,Canada,Media,Media & Entertainment
1696,1647,Alan Trefler,1.8,67.0,United States,Software,Technology
1697,1647,Faisal Bin Qassim Al Thani,1.8,75.0,Qatar,"Hotels, diversified",Diversified
1698,1647,Robert Duggan,1.8,78.0,United States,Pharmaceuticals,Healthcare
1699,1647,Joe Lau,1.8,33.0,United States,"Blockchain, technology",Technology
1700,1647,Benjamin Zhengmin Pan & family,1.8,53.0,China,Electronics,Technology
1701,1647,Tran Dinh Long,1.8,62.0,Vietnam,Steel,Manufacturing
1702,1647,Zhang Li,1.8,70.0,China,Real estate,Real Estate
1703,1647,Will Adderley,1.8,51.0,United Kingdom,Home furnishings,Fashion & Retail
1704,1647,Diao Zhizhong,1.8,59.0,China,Software,Technology
1705,1647,Joe Lacob,1.8,67.0,United States,Golden State Warriors,Sports
1706,1647,Nihat Ozdemir,1.8,72.0,Turkey,Diversified,Diversified
1707,1647,Jim Thompson,1.8,83.0,United States,Logistics,Logistics
1708,1647,Alan Zekelman,1.8,60.0,Canada,Steel,Manufacturing
1709,1647,Parker Conrad,1.8,42.0,United States,Software,Technology
1710,1647,Lei Jin,1.8,57.0,China,Pharmaceuticals,Healthcare
1711,1647,Adriaan Mol,1.8,39.0,Netherlands,Fintech,Technology
1712,1647,Shen Xiqiang & family,1.8,75.0,China,Chemical,Energy
1713,1647,Thomas Wu,1.8,72.0,Taiwan,Finance,Finance & Investments
1714,1647,Binod Chaudhary,1.8,67.0,Nepal,Diversified,Diversified
1715,1647,Yintai Jiang & family,1.8,72.0,China,Auto parts,Automotive
1716,1647,David Mindus,1.8,51.0,Sweden,Real estate,Real Estate
1717,1647,Genhuo Shao,1.8,57.0,China,Agribusiness,Food & Beverage
1718,1647,Kie Chie Wong,1.8,75.0,Malaysia,Investments,Metals & Mining
1719,1647,Tim Cook,1.8,62.0,United States,Apple,Technology
1720,1647,Jin Lei & family,1.8,68.0,China,Medical equipment,Healthcare
1721,1647,Mofatraj Munot,1.8,78.0,India,Real estate,Real Estate
1722,1647,S.D. Shibulal,1.8,68.0,India,Software services,Technology
1723,1647,Wu Yingming,1.8,56.0,China,Batteries,Energy
1724,1725,Marek Dospiva,1.7,53.0,Czech Republic,Investments,Finance & Investments
1725,1725,Hal Jackman,1.7,90.0,Canada,"Insurance, investments",Finance & Investments
1726,1725,Xuhui Li,1.7,54.0,China,Soy sauce,Food & Beverage
1727,1725,Brian Roberts,1.7,63.0,United States,Comcast,Media & Entertainment
1728,1725,Ian Wood & family,1.7,80.0,United Kingdom,Energy services,Energy
1729,1725,Zhang Xiaojuan,1.7,53.0,China,Logistics,Logistics
1730,1725,Keith Dunleavy & family,1.7,53.0,United States,Health IT,Healthcare
1731,1725,Pavan Jain,1.7,71.0,India,Chemicals,Manufacturing
1732,1725,Jimmy John Liautaud,1.7,59.0,United States,Sandwich chain,Food & Beverage
1733,1725,"Joe Rogers, Jr.",1.7,76.0,United States,Waffle House,Food & Beverage
1734,1725,Wu Lanlan & family,1.7,49.0,China,Packaging,Manufacturing
1735,1725,Zheng Xiaodong,1.7,59.0,China,Manufacturing,Manufacturing
1736,1725,John Elkann,1.7,47.0,Italy,"FIAT, investments",Finance & Investments
1737,1725,Keeree Kanjanapas,1.7,72.0,Thailand,Transportation,Real Estate
1738,1725,Lin Lairong & family,1.7,54.0,China,Iron ore mining,Metals & Mining
1739,1725,Ruan Shuilong & family,1.7,87.0,China,Chemicals,Manufacturing
1740,1725,Xu Bingzhong,1.7,49.0,China,Bars,Food & Beverage
1741,1725,Zhong Ruonong & family,1.7,60.0,China,Electronics,Manufacturing
1742,1725,Jim Breyer,1.7,61.0,United States,Venture capital,Technology
1743,1725,William Heinecke,1.7,73.0,Thailand,Hotels,Real Estate
1744,1725,Lau Cho Kun,1.7,87.0,Malaysia,"Palm oil, property",Diversified
1745,1725,Dragos Paval,1.7,56.0,Romania,Retail,Fashion & Retail
1746,1725,Wang Chou-hsiong,1.7,82.0,Taiwan,Footwear,Manufacturing
1747,1725,David Booth,1.7,77.0,United States,Mutual funds,Finance & Investments
1748,1725,He Zhaoxi,1.7,49.0,China,Software,Technology
1749,1725,Lai Jianfa,1.7,53.0,China,Express delivery,Logistics
1750,1725,Mrudula Parekh,1.7,75.0,India,Adhesives,Manufacturing
1751,1725,Kenneth Tuchman,1.7,63.0,United States,Call centers,Service
1752,1725,Bang Si-hyuk,1.7,50.0,South Korea,Entertainment,Media & Entertainment
1753,1725,Gerry Harvey,1.7,83.0,Australia,Retail,Fashion & Retail
1754,1725,Edward Kwok,1.7,42.0,Hong Kong,Real estate,Real Estate
1755,1725,Alberto Palatchi,1.7,73.0,Spain,Wedding dresses,Fashion & Retail
1756,1725,Jonathan Tisch,1.7,69.0,United States,"Insurance, NFL team",Diversified
1757,1725,Lesley Bamberger,1.7,57.0,Netherlands,Real estate,Real Estate
1758,1725,Alexandre Grendene Bartelle,1.7,73.0,Brazil,Shoes,Fashion & Retail
1759,1725,Christopher Kwok,1.7,37.0,Hong Kong,Real estate,Real Estate
1760,1725,Meng Qingshan & family,1.7,74.0,China,Chemicals,Manufacturing
1761,1725,Alain Taravella,1.7,75.0,France,Real estate development,Real Estate
1762,1725,Giovanni Arvedi,1.7,85.0,Italy,Steel,Metals & Mining
1763,1725,John Goff,1.7,67.0,United States,Real estate,Real Estate
1764,1725,Mustafa Kucuk,1.7,59.0,Turkey,Fashion retail,Fashion & Retail
1765,1725,Ilson Mateus & family,1.7,60.0,Brazil,Supermarkets,Fashion & Retail
1766,1725,Sun Huaiqing & family,1.7,53.0,China,Cosmetics,Fashion & Retail
1767,1725,Marc Andreessen,1.7,51.0,United States,Venture capital investing,Finance & Investments
1768,1725,Rolf Gerling,1.7,68.0,Germany,Insurance,Finance & Investments
1769,1725,Kim Jung-youn,1.7,19.0,South Korea,Online gaming,Media & Entertainment
1770,1725,Yusaku Maezawa,1.7,47.0,Japan,Online retail,Technology
1771,1725,Rajju Shroff,1.7,89.0,India,Agrochemicals,Manufacturing
1772,1725,Amy Adams Strunk,1.7,67.0,United States,Tennessee Titans,Sports
1773,1725,Mario Gabelli,1.7,81.0,United States,Money management,Finance & Investments
1774,1725,Kim Jung-min,1.7,21.0,South Korea,Online gaming,Media & Entertainment
1775,1725,Duncan MacMillan,1.7,85.0,United States,Bloomberg LP,Finance & Investments
1776,1725,Keiichi Shibahara,1.7,58.0,Japan,Healthcare,Healthcare
1777,1725,David Zalik,1.7,49.0,United States,Financial technology,Technology
1778,1725,Yasuhiro Fukushima,1.7,75.0,Japan,Video games,Media & Entertainment
1779,1725,Kim Chang-soo,1.7,62.0,South Korea,Apparel,Fashion & Retail
1780,1725,Palmer Luckey,1.7,30.0,United States,Virtual reality,Technology
1781,1725,Ivan Savvidis & family,1.7,64.0,Russia,Agribusiness,Diversified
1782,1725,Vladimir Yevtushenkov,1.7,74.0,Russia,"Telecom, investments",Telecom
1783,1725,Francois Feuillet & family,1.7,74.0,France,"Motorhomes, RVs",Automotive
1784,1725,Osman Kibar,1.7,52.0,United States,Biotech,Healthcare
1786,1725,Paul Saville,1.7,67.0,United States,Homebuilder,Real Estate
1787,1725,Yang Xuegang,1.7,58.0,China,Coking,Manufacturing
1788,1725,Kommer Damen,1.7,79.0,Netherlands,Shipbuilding,Manufacturing
1789,1725,Ilkka Herlin,1.7,64.0,Finland,"Elevators, escalators",Manufacturing
1790,1725,Lei Jufang,1.7,70.0,China,Pharmaceuticals,Healthcare
1791,1725,Dmitry Pumpyansky,1.7,59.0,Russia,Steel pipes,Metals & Mining
1792,1725,Tom Werner,1.7,72.0,United States,Sports teams,Sports
1794,1725,Jay Hennick,1.7,66.0,Canada,Real estate finance,Finance & Investments
1795,1725,Alexis Lê-Quôc,1.7,48.0,United States,Cloud computing,Technology
1796,1725,Jorge Perez,1.7,73.0,United States,Real estate,Real Estate
1797,1725,Wang Minwen,1.7,59.0,China,Semiconductor,Technology
1798,1725,Carl DeSantis,1.7,83.0,United States,Energy drink,Food & Beverage
1799,1725,Asok Kumar Hiranandani,1.7,68.0,Singapore,Real estate,Real Estate
1800,1725,James Leininger,1.7,78.0,United States,Medical products,Healthcare
1801,1725,Jinsheng Ren & family,1.7,60.0,China,Pharmaceutical,Healthcare
1802,1725,Stephen Winn,1.7,76.0,United States,Real estate services,Real Estate
1803,1804,Gao Yi & family,1.6,54.0,China,Pharmaceuticals,Healthcare
1804,1804,William Koch,1.6,82.0,United States,"Oil, investments",Energy
1805,1804,Massimo Moratti,1.6,77.0,Italy,Oil refinery,Energy
1806,1804,Peter Sperling,1.6,63.0,United States,Education,Service
1807,1804,Anthony Wood,1.6,57.0,United States,Roku,Technology
1808,1804,Chen Yung-tai,1.6,87.0,Taiwan,Real estate,Real Estate
1809,1804,Giammaria Giuliani,1.6,45.0,Switzerland,Pharmaceuticals,Healthcare
1810,1804,Pyotr Kondrashev,1.6,73.0,Russia,Investments,Manufacturing
1811,1804,Liora Ofer,1.6,69.0,Israel,Investments,Finance & Investments
1812,1804,Laurie Tisch,1.6,72.0,United States,"Insurance, NFL team",Diversified
1813,1804,Wu Ying,1.6,58.0,China,Materials,Manufacturing
1814,1804,Chey Tae-won,1.6,62.0,South Korea,"Oil, semiconductor",Technology
1815,1804,Bill Gross,1.6,78.0,United States,Investments,Finance & Investments
1816,1804,Eiichi Kuriwada,1.6,76.0,Japan,Package delivery,Logistics
1817,1804,Stefan Pierer,1.6,66.0,Austria,Automotive,Automotive
1818,1804,Steven Tisch,1.6,74.0,United States,Insurance,Diversified
1819,1804,Wu Yulan,1.6,53.0,China,Pharmaceuticals,Healthcare
1820,1804,Christian Birkenstock,1.6,50.0,Germany,Shoes,Fashion & Retail
1821,1804,Alfredo Egydio Arruda Villela Filho,1.6,53.0,Brazil,Banking,Finance & Investments
1822,1804,Zhaobai Jiang,1.6,59.0,China,Real estate,Real Estate
1823,1804,Vincent Lo,1.6,75.0,Hong Kong,Real estate,Real Estate
1824,1804,Yuri Shefler,1.6,55.0,Russia,Alcohol,Food & Beverage
1825,1804,Dan Wilks,1.6,66.0,United States,Natural gas,Energy
1826,1804,Zeng Kaitian,1.6,48.0,China,Online games,Technology
1827,1804,Alex Birkenstock,1.6,54.0,Germany,Shoes,Fashion & Retail
1828,1804,Daniel Dines,1.6,51.0,Romania,Software,Technology
1829,1804,Tianjiang Jia & family,1.6,60.0,China,Non-ferrous metals,Metals & Mining
1830,1804,Liang Qin & family,1.6,51.0,China,Semiconductor devices,Technology
1831,1804,Shang Xiaobo & family,1.6,49.0,China,Manufacturing,Manufacturing
1832,1804,Scott Watterson,1.6,67.0,United States,Fitness equipment,Technology
1833,1804,Yu Lili,1.6,55.0,China,Electronic components,Manufacturing
1834,1804,Bai Baokun,1.6,53.0,China,Hardware,Manufacturing
1835,1804,Jamie Dimon,1.6,67.0,United States,Banking,Finance & Investments
1836,1804,Hui Lin Chit,1.6,69.0,China,Hygiene products,Manufacturing
1837,1804,Li Weiwei,1.6,46.0,China,Online games,Technology
1838,1804,Sathien Setthasit,1.6,68.0,Thailand,Energy drinks,Food & Beverage
1839,1804,Ning Wang & family,1.6,36.0,China,Toys,Media & Entertainment
1840,1804,Yi Dasheng,1.6,62.0,China,Conglomerate,Diversified
1841,1804,Louis Bacon,1.6,66.0,United States,Hedge funds,Finance & Investments
1842,1804,Norbert Dentressangle,1.6,68.0,France,"Transport, logistics",Logistics
1843,1804,Stanley Hubbard,1.6,89.0,United States,DirecTV,Media & Entertainment
1844,1804,Li Wa,1.6,57.0,Hong Kong,Real estate,Real Estate
1845,1804,Andres Santo Domingo,1.6,44.0,United States,Beer,Food & Beverage
1846,1804,Wang Changtian,1.6,57.0,China,"TV, movie production",Media & Entertainment
1847,1804,Ye Fan & family,1.6,52.0,China,Auto dealerships,Automotive
1848,1804,Clifford Asness,1.6,56.0,United States,Money management,Finance & Investments
1849,1804,Jim Crane,1.6,69.0,United States,"Logistics, baseball",Sports
1850,1804,David Hoffmann,1.6,70.0,United States,"Executive search, investments",Diversified
1851,1804,Li Sze Lim,1.6,66.0,Hong Kong,Real estate,Real Estate
1852,1804,Juan Maria Riberas Mera,1.6,54.0,Spain,"Steel, investments",Metals & Mining
1853,1804,Chris Wallin,1.6,70.0,Australia,Mining,Energy
1854,1804,Steven Meng Yang & family,1.6,40.0,China,Electronics,Technology
1855,1804,Vasily Anisimov,1.6,71.0,Russia,Real estate,Metals & Mining
1856,1804,Tench Coxe,1.6,65.0,United States,Venture capital,Finance & Investments
1857,1804,Ilona Herlin,1.6,58.0,Finland,"Elevators, escalators",Manufacturing
1858,1804,Lee Yeow Seng,1.6,45.0,Malaysia,"Palm oil, property",Real Estate
1859,1804,Francisco Jose Riberas Mera,1.6,58.0,Spain,"Steel, autoparts",Manufacturing
1860,1804,Sekar Vembu,1.6,51.0,India,Business software,Technology
1861,1804,George Yancopoulos,1.6,63.0,United States,Pharmaceuticals,Healthcare
1862,1804,"Herbert Allen, Jr. & family",1.6,83.0,United States,Investment banking,Finance & Investments
1863,1804,Jack Cockwell,1.6,82.0,Canada,"Real estate, private equity",Finance & Investments
1864,1804,Timothy Headington,1.6,72.0,United States,"Oil & gas, investments",Energy
1865,1804,Marianna Latsis & family,1.6,70.0,Greece,"Banking, shipping",Diversified
1866,1804,Michael Polsky,1.6,74.0,United States,Electric power,Energy
1868,1804,Xue Xiangdong & family,1.6,64.0,China,Software,Technology
1869,1804,Syed Mokhtar AlBukhary,1.6,71.0,Malaysia,"Engineering, automotive",Construction & Engineering
1870,1804,Robert Clark,1.6,64.0,United States,Construction,Construction & Engineering
1871,1804,Irving Grousbeck & family,1.6,88.0,United States,"Telecommunication, sports",Sports
1872,1804,Anthony Langley,1.6,68.0,United Kingdom,Manufacturing,Diversified
1873,1804,"Reinfried Pohl, Jr.",1.6,63.0,Germany,Mutual funds,Finance & Investments
1874,1804,August Troendle,1.6,67.0,United States,Pharmaceutical services,Healthcare
1875,1804,Xiang Guangming & family,1.6,59.0,China,Waste disposal,Manufacturing
1876,1804,Noubar Afeyan,1.6,60.0,United States,Biotech,Healthcare
1877,1804,Ivan Chrenko,1.6,55.0,Slovakia,Real estate,Real Estate
1878,1804,Sue Gross,1.6,73.0,United States,Investments,Finance & Investments
1879,1804,Robert Langer,1.6,74.0,United States,Biotech,Healthcare
1880,1804,Andreas Pohl,1.6,58.0,Germany,Mutual funds,Finance & Investments
1881,1804,Michael Tojner,1.6,57.0,Austria,"Batteries, investments",Manufacturing
1882,1804,Zhongyi Wu,1.6,49.0,China,electronics,Technology
1883,1804,Cai Huabo,1.6,47.0,China,Electronics,Technology
1884,1804,"William Foley, II.",1.6,78.0,United States,Financial services,Finance & Investments
1885,1804,Kim Jae-young,1.6,34 years,South Korea,Online games,Media & Entertainment
1886,1804,Jim McKelvey,1.6,57.0,United States,Mobile payments,Technology
1887,1804,Ryan Smith,1.6,44.0,United States,Cloud computing,Technology
1888,1804,Bruce Wilson,1.6,76.0,Australia,Retailing,Fashion & Retail
1889,1804,Yubai Zhang,1.6,58.0,China,Wine,Food & Beverage
1890,1804,Josef Boquoi & family,1.6,89.0,Germany,Frozen foods,Food & Beverage
1891,1804,Gary Fegel,1.6,49.0,Switzerland,"Commodities, investments",Metals & Mining
1892,1804,Sergei Katsiev,1.6,65.0,Russia,"Retail, wholesale",Fashion & Retail
1893,1804,Terence (Terry) Matthews,1.6,80.0,Canada,Telecom,Telecom
1894,1804,Evgeny (Eugene) Shvidler,1.6,59.0,United States,"Metals, investments",Metals & Mining
1895,1804,Alan Wilson,1.6,82.0,Australia,Retailing,Fashion & Retail
1896,1804,Zhang Xuexin & family,1.6,75.0,China,Aluminum,Metals & Mining
1897,1804,Chen Tianshi,1.6,38.0,China,Semiconductors,Technology
1898,1804,Richard Fortin,1.6,74.0,Canada,Convinience stores,Fashion & Retail
1899,1804,Randal J. Kirk,1.6,69.0,United States,Pharmaceuticals,Healthcare
1900,1804,P.N.C. Menon,1.6,74.0,Oman,Real estate,Real Estate
1901,1804,Zakhar Smushkin,1.6,61.0,Russia,"Pulp and paper, diversified",Diversified
1902,1804,John Wilson,1.6,85.0,Australia,Retailing,Fashion & Retail
1903,1804,Fredrik Österberg,1.6,52.0,Sweden,Gambling products,Gambling & Casinos
1904,1905,Shiv Kishan Agrawal,1.5,82.0,India,Snacks,Food & Beverage
1905,1905,Chang Kuo-Hua,1.5,68.0,Taiwan,"Shipping, airlines",Logistics
1906,1905,Kenneth Hao,1.5,54.0,United States,Private equity,Finance & Investments
1907,1905,Spiro Latsis & family,1.5,76.0,Greece,"Banking, shipping",Diversified
1908,1905,Greg Mondre,1.5,48.0,United States,Private equity,Finance & Investments
1909,1905,Carlos Rodriguez-Pastor,1.5,63.0,Peru,Finance,Finance & Investments
1910,1905,Kevin Systrom,1.5,39.0,United States,Instagram,Technology
1911,1905,Yuequn Tao,1.5,63.0,China,Contact Lens,Fashion & Retail
1912,1905,Aziz Akhannouch & family,1.5,62.0,Morocco,"Petroleum, diversified",Diversified
1913,1905,Chu Jian,1.5,60.0,China,Manufacturing,Manufacturing
1914,1905,Jaroslav Hascak & family,1.5,53.0,Slovakia,Investments,Finance & Investments
1915,1905,Peter Leibinger,1.5,56.0,Germany,Machine tools,Manufacturing
1916,1905,Mario Moretti Polegato & family,1.5,70.0,Italy,Shoes,Fashion & Retail
1917,1905,Christopher Rokos,1.5,52.0,United Kingdom,Hedge fund,Finance & Investments
1919,1905,David Teoh,1.5,67.0,Australia,Telecom,Telecom
1920,1905,Justin Yuan,1.5,40 years,China,Online games,Media & Entertainment
1921,1905,Hamdi Akin & family,1.5,68.0,Turkey,Diversified,Diversified
1922,1905,Sandor Csanyi,1.5,70.0,Hungary,"Finance, real estate",Diversified
1923,1905,He Zhenggang,1.5,69.0,China,Chemicals,Manufacturing
1924,1905,Regine Leibinger,1.5,60.0,Germany,Machine tools,Manufacturing
1925,1905,Robert Mouawad,1.5,78.0,Lebanon,Fine jewelry,Service
1926,1905,John Ruiz,1.5,56.0,United States,Healthcare services,Service
1927,1905,Tang Binsen,1.5,40.0,China,Beverages,Food & Beverage
1928,1905,Carmen Thyssen,1.5,79.0,Spain,"Investments, art",Manufacturing
1929,1905,Zhang Bangxin,1.5,43.0,China,Education,Service
1930,1905,Paolo Bulgari,1.5,85.0,Italy,Luxury goods,Fashion & Retail
1931,1905,G. Gnanalingam,1.5,78.0,Malaysia,Ports,Logistics
1932,1905,Kim Jun-ki,1.5,78.0,South Korea,Diversified,Diversified
1933,1905,Lu Zongjun,1.5,59.0,China,Logistics,Logistics
1934,1905,Karl-Johan Persson,1.5,48.0,Sweden,H&M,Fashion & Retail
1935,1905,Axel Stawski,1.5,72.0,United States,Real estate,Real Estate
1936,1905,Xu Zhenhua,1.5,44 years,China,Online games,Media & Entertainment
1937,1905,Zadik Bino & family,1.5,79.0,Israel,"Banking, oil",Diversified
1938,1905,Philippe Ginestet & family,1.5,69.0,France,Retail stores,Fashion & Retail
1939,1905,Ke Xiping & family,1.5,62.0,China,Investments,Diversified
1940,1905,Lu Zhongfang,1.5,80.0,China,Education,Automotive
1941,1905,David Penaloza Alanis,1.5,49.0,Mexico,Toll roads,Construction & Engineering
1942,1905,Terry Snow,1.5,79.0,Australia,"Airports, real estate",Real Estate
1943,1905,Xiong Wu,1.5,47.0,China,Software,Technology
1944,1905,Angela Bennett,1.5,79.0,Australia,Mining,Metals & Mining
1945,1905,Alan Gerry,1.5,94.0,United States,Cable television,Media & Entertainment
1946,1905,Ramesh Juneja,1.5,67.0,India,Pharmaceuticals,Healthcare
1947,1905,Liu Xiucai & family,1.5,66.0,United States,Chemicals,Manufacturing
1948,1905,Nelson Peltz,1.5,80.0,United States,Investments,Finance & Investments
1949,1905,Frank Slootman,1.5,64.0,United States,Software,Technology
1950,1905,Gordon Wu,1.5,87.0,Hong Kong,Real estate,Real Estate
1951,1905,Barbara Benetton,1.5,53.0,Italy,"Fashion retail, investments",Fashion & Retail
1952,1905,Fu Mingkang & family,1.5,60.0,China,Manufacturing,Manufacturing
1953,1905,Rajeev Juneja,1.5,57.0,India,Phamaceuticals,Healthcare
1954,1905,Scott Lin,1.5,90.0,Taiwan,Optical components,Technology
1956,1905,Basudeo Singh,1.5,82.0,India,Pharmaceuticals,Healthcare
1957,1905,Farris Wilks,1.5,71.0,United States,Natural gas,Energy
